review_id;user_id;restaurant_id;review_text;rating;timestamp
84;5;13;sushinya fresh ga amis dahingnya gendut2. kepala salmonnya enak banget, juicy. vibenya calming dan homie.;3;28/12/24 17.10
85;6;13;rasanya enak seperti biasa, yang kurang adalah kenyamanan tempatnya. jarak antar meja terlalu dekat dan terlalu sempit.;3;13/01/25 13.09
86;7;13;Nice dining sushi .. Harga memang agak up yaa tapi sebanding dengan kualitas rasa dan tempat serta servisnya..;4;19/09/24 01.06
87;8;13;Makanannya selalu enak dan ambience nya nyaman;4;24/05/25 12.21
88;9;13;Sushi Hiro Kelapa Gading bisa menjadi destinasi yang wajib dikunjungi apabila hendak mencari kudapan yang enak, pelayanan yang ramah dan tempat yang oke termasuk parkir. Ayo makan ke sini!;4;21/03/25 12.25
89;10;13;Antrian paling belakang diduluin padahal sama2 yg makan 3 orang dengan alasan yg 3 orang antrian paling belakang pd mau duduk disushi bar, tp pelayannya gak menginformasi kan bahwa ada table kosong disushi bar ....Parahhhhh❌️❌️❌️❌️;3;22/09/24 11.32
90;1;16;Udah gak ke itung sih kemari ya, dari zaman shaburi berubah ke letasu..hehe Se enak itu, se cozy itu, bersih pula.. …;4;07/03/25 01.14
91;2;16;Udah bolak balik kesini 3x dalam waktu kurang dari 3bulan yaampun saking enaknya Pdahal ga pernah ketagihan ayce manapun😂😂😂 …;5;28/01/25 18.17
92;3;16;Besttt shabu2 in town. Enak bgttt, pilihannya buanyaaak, semuanya enak2. Wajib cobain peanut saucenya, my fav!! Trus es krim2nya juga enak2. Oh sama jangan lipa juga plcobain potato wedgesnya👍 Ambiencenya juga cantik bgt …;5;18/11/24 15.04
93;4;16;Makanannya enak dan pilihan menunya lengkap — dari makanan berat sampai dessert, semuanya menggugah selera. Kuah sukinya gurih dan segar, cocok dinikmati dengan berbagai pilihan daging berkualitas yang tersedia. Pelayanannya juga sangat …;3;09/11/24 06.27
94;5;16;Makanannya enak bgt!! Bener-bener semua condiment lezaaat. Mas ahmad juga pelayanannya best, dan semua stafnya loveable bgt. Pasti akan balik lagiii;5;19/11/24 21.50
